cleanup_id,gvp_id,complaint_id,cleaned_date,response_time_hours,waste_collected_kg,cost_estimate,cleaned_by
CL01247,GVP106,C03512,2025-03-10,24,96.9,529.21,Team D
CL01248,GVP026,C00747,2025-11-04,36,149.8,821.21,Team A
CL01249,GVP159,C00020,2026-02-22,97,56.0,386.6,Team B
CL01250,GVP245,C00987,2026-02-07,49,124.2,652.26,Team B
CL01251,GVP119,C02366,2025-02-13,30,92.1,513.51,Team C
CL01252,GVP212,C03958,2025-10-14,33,103.0,499.54,Team B
CL01253,GVP164,C00042,2026-10-01,17,226.9,1272.72,Team B
CL01254,GVP154,C00115,2026-03-25,68,156.7,931.67,Team C
CL01255,GVP062,C02280,2025-04-23,38,243.2,1349.23,Team B
CL01256,GVP090,C01459,2025-02-14,40,88.2,490.66,Team A
CL01257,GVP285,C03002,2026-04-17,68,91.2,485.57,Team D
CL01258,GVP250,C01270,2025-01-17,46,71.5,508.58,Team A
CL01259,GVP136,C02073,2025-04-17,35,72.9,524.51,Team C
CL01260,GVP117,C03881,2026-05-24,44,83.0,438.72,Team B
CL01261,GVP157,C00084,2025-05-13,41,79.3,578.92,Team B
CL01262,GVP257,C00205,2025-08-06,36,57.6,462.8,Team D
CL01263,GVP121,C03304,2025-11-28,29,56.7,494.69,Team A
CL01264,GVP220,C01563,2025-10-24,62,229.1,974.26,Team B
CL01265,GVP096,C03762,2025-01-10,64,94.4,582.96,Team D
CL01266,GVP241,C01107,2025-06-22,71,94.5,609.42,Team C
CL01267,GVP244,C00018,2025-02-03,67,70.8,434.93,Team D
CL01268,GVP141,C01542,2025-12-09,39,57.5,444.4,Team B
CL01269,GVP053,C02092,2025-08-15,29,116.5,604.49,Team B
CL01270,GVP075,C02760,2025-02-18,38,100.0,567.92,Team B
CL01271,GVP209,C02788,2026-10-09,61,83.9,439.48,Team D
CL01272,GVP260,C00403,2026-08-21,30,59.7,414.3,Team A
CL01273,GVP018,C00053,2026-06-24,14,121.1,611.12,Team C
CL01274,GVP199,C03961,2026-01-10,51,130.9,671.18,Team A
CL01275,GVP158,C02703,2026-01-04,45,238.7,1047.17,Team A
CL01276,GVP038,C02278,2026-02-07,21,64.0,387.24,Team B
CL01277,GVP031,C03421,2026-08-14,18,180.9,1029.13,Team B
CL01278,GVP019,C03157,2026-03-19,54,55.0,373.48,Team B
CL01279,GVP031,C02139,2026-07-09,44,94.7,647.3,Team C
CL01280,GVP289,C00388,2026-12-02,38,127.3,604.17,Team B
CL01281,GVP147,C03476,2026-04-20,54,282.9,1631.65,Team A
CL01282,GVP101,C00767,2025-01-17,89,76.7,447.61,Team C
CL01283,GVP252,C00683,2025-06-21,61,296.3,1249.72,Team D
CL01284,GVP060,C03126,2026-10-10,11,136.8,587.87,Team C
CL01285,GVP244,C02066,2026-10-06,47,207.8,963.09,Team C
CL01286,GVP275,C01560,2026-12-28,55,171.0,720.86,Team B
CL01287,GVP067,C00811,2025-10-16,47,64.6,534.56,Team B
CL01288,GVP019,C00638,2025-08-28,56,40.2,302.2,Team D
CL01289,GVP141,C01072,2025-01-09,54,84.6,540.72,Team B
CL01290,GVP066,C02558,2025-06-24,74,75.8,368.64,Team D
CL01291,GVP113,C01961,2026-04-16,68,141.2,820.31,Team D
CL01292,GVP115,C00114,2025-07-13,167,114.0,631.41,Team A
CL01293,GVP040,C00544,2025-03-20,159,119.5,546.29,Team A
CL01294,GVP035,C03201,2025-08-11,51,199.8,1165.95,Team B
CL01295,GVP236,C01062,2026-01-28,91,264.7,1395.33,Team B
CL01296,GVP083,C00538,2025-04-19,35,85.2,542.21,Team C
CL01297,GVP083,C02840,2026-05-08,66,85.1,377.77,Team C
CL01298,GVP244,C03797,2025-12-07,26,223.8,1072.87,Team A
CL01299,GVP252,C01245,2026-03-04,8,193.5,1198.24,Team D
CL01300,GVP285,C03876,2025-06-24,41,160.5,831.47,Team C
CL01301,GVP141,C00673,2025-01-08,82,312.9,1800.9,Team B
CL01302,GVP260,C01556,2026-08-26,61,120.1,636.69,Team D
CL01303,GVP175,C00508,2026-11-21,54,109.4,554.31,Team B
CL01304,GVP233,C03766,2025-11-17,142,86.0,481.83,Team A
CL01305,GVP110,C01168,2025-06-28,51,202.8,949.05,Team D
CL01306,GVP262,C00691,2025-07-28,115,47.2,382.11,Team C
CL01307,GVP162,C02985,2026-02-03,70,108.0,734.45,Team A
CL01308,GVP081,C02022,2025-12-07,49,58.7,362.06,Team C
CL01309,GVP222,C00426,2026-09-04,30,75.8,460.5,Team C
CL01310,GVP209,C01282,2026-09-24,79,225.5,968.3,Team B
CL01311,GVP082,C01686,2026-10-23,33,168.5,716.19,Team C
CL01312,GVP116,C03265,2026-03-26,147,188.7,1093.78,Team B
CL01313,GVP168,C01146,2025-04-20,88,87.6,439.91,Team D
CL01314,GVP065,C03382,2026-10-28,69,232.9,1000.2,Team C
CL01315,GVP104,C01735,2025-03-26,61,63.5,477.13,Team C
CL01316,GVP168,C03106,2025-08-23,12,66.6,440.75,Team A
CL01317,GVP274,C00475,2026-02-28,43,89.5,548.99,Team D
CL01318,GVP116,C03299,2025-08-04,68,247.7,1328.85,Team C
CL01319,GVP234,C02015,2026-07-05,99,72.1,404.7,Team A
CL01320,GVP207,C03777,2026-05-08,47,113.6,685.2,Team A
CL01321,GVP104,C02458,2025-08-29,116,62.8,464.95,Team C
CL01322,GVP272,C00483,2025-08-31,126,165.1,876.16,Team A
CL01323,GVP161,C00603,2025-08-06,41,320,1506.06,Team C
CL01324,GVP059,C01056,2026-12-04,110,87.8,614.13,Team C
CL01325,GVP217,C02479,2025-02-15,74,148.7,829.85,Team D
CL01326,GVP273,C03845,2025-08-06,89,115.9,609.78,Team A
CL01327,GVP141,C00570,2025-10-21,22,152.8,938.91,Team D
CL01328,GVP282,C01483,2025-03-15,55,157.1,851.14,Team C
CL01329,GVP240,C03483,2025-03-26,44,103.4,732.22,Team C
CL01330,GVP027,C03589,2025-01-02,18,183.3,1111.2,Team D
CL01331,GVP010,C01986,2026-01-04,19,146.0,662.91,Team C
CL01332,GVP292,C00996,2026-09-27,89,121.2,708.96,Team C
CL01333,GVP130,C01291,2025-11-29,47,62.1,361.16,Team D
CL01334,GVP185,C00597,2026-03-23,65,320,1684.73,Team C
CL01335,GVP086,C01869,2025-12-07,28,262.0,1624.03,Team D
CL01336,GVP226,C00921,2026-01-16,171,135.3,885.33,Team C
CL01337,GVP114,C01424,2026-12-08,67,203.4,1244.16,Team B
CL01338,GVP277,C03309,2026-06-09,81,125.8,517.1,Team C
CL01339,GVP133,C03305,2026-06-12,70,132.6,690.19,Team A
CL01340,GVP251,C00268,2026-05-02,59,106.1,653.64,Team D
CL01341,GVP291,C03212,2026-11-07,33,95.4,548.98,Team D
CL01342,GVP097,C01084,2025-09-11,47,185.7,1056.94,Team C
CL01343,GVP200,C01036,2026-07-17,51,60.2,444.87,Team A
CL01344,GVP149,C02736,2026-10-11,29,73.5,430.48,Team C
CL01345,GVP194,C02481,2026-10-17,64,158.6,895.99,Team C
CL01346,GVP263,C00886,2025-05-20,50,115.2,671.31,Team C
CL01347,GVP083,C02168,2026-04-10,71,118.0,640.9,Team D
CL01348,GVP220,C02834,2025-05-18,53,221.2,934.75,Team A
CL01349,GVP045,C01738,2026-12-16,21,128.9,736.01,Team B
CL01350,GVP262,C02234,2026-02-20,44,121.3,598.09,Team D
CL01351,GVP286,C00680,2026-01-04,27,57.7,300.38,Team A
CL01352,GVP041,C02983,2025-01-24,23,78.0,451.96,Team A
CL01353,GVP139,C00270,2026-08-01,75,66.0,503.33,Team C
CL01354,GVP027,C01254,2025-09-26,88,227.9,1192.25,Team C
CL01355,GVP202,C01757,2025-08-26,43,51.5,326.23,Team D
CL01356,GVP284,C00890,2026-09-08,43,87.7,443.12,Team C
CL01357,GVP251,C00087,2026-10-30,31,130.4,702.4,Team B
CL01358,GVP110,C03490,2025-04-09,47,81.8,444.73,Team D
CL01359,GVP039,C00552,2025-10-28,69,111.8,486.51,Team B
CL01360,GVP085,C03681,2026-10-27,45,88.7,502.06,Team B
CL01361,GVP102,C00840,2025-04-18,39,140.5,911.41,Team A
CL01362,GVP046,C00320,2026-04-07,33,213.2,1019.1,Team A
CL01363,GVP036,C00943,2026-08-14,70,108.7,641.69,Team D
CL01364,GVP120,C03843,2026-12-09,20,230.4,1188.75,Team B
CL01365,GVP235,C00121,2025-04-12,145,271.2,1212.17,Team A
CL01366,GVP273,C00140,2025-04-08,203,67.0,311.1,Team C
CL01367,GVP243,C02843,2025-11-14,43,99.2,520.13,Team A
CL01368,GVP249,C03733,2025-06-05,35,157.4,907.26,Team D
CL01369,GVP018,C02557,2025-10-09,69,80.8,482.55,Team A
CL01370,GVP082,C01174,2025-08-14,110,93.8,546.02,Team A
CL01371,GVP154,C01623,2025-03-20,64,114.8,601.45,Team C
CL01372,GVP067,C00583,2025-01-14,47,69.7,425.21,Team A
CL01373,GVP179,C01111,2026-02-05,49,102.4,519.71,Team C
CL01374,GVP071,C00385,2026-12-03,40,186.2,1153.59,Team C
CL01375,GVP213,C00967,2026-03-01,35,320,1375.04,Team C
CL01376,GVP102,C01461,2025-06-02,28,67.2,306.9,Team B
CL01377,GVP133,C03381,2026-05-29,63,119.5,662.13,Team D
CL01378,GVP130,C02393,2025-10-31,40,190.5,1079.2,Team B
CL01379,GVP198,C02379,2025-05-09,29,308.5,1199.9,Team C
CL01380,GVP013,C02534,2026-10-01,23,81.5,388.59,Team D
CL01381,GVP111,C00821,2026-02-08,104,133.9,817.4,Team B
CL01382,GVP286,C00530,2025-05-31,23,83.2,383.81,Team D
CL01383,GVP083,C02992,2026-07-14,51,64.1,431.61,Team C
CL01384,GVP022,C03943,2025-02-01,44,119.8,577.69,Team C
CL01385,GVP147,C02069,2025-10-04,48,185.8,1026.83,Team B
CL01386,GVP109,C00395,2025-01-09,60,320,1598.46,Team B
CL01387,GVP244,C02076,2025-09-08,30,104.1,584.22,Team D
CL01388,GVP236,C01316,2025-12-25,28,96.1,486.33,Team B
CL01389,GVP224,C02181,2026-08-03,32,55.5,271.04,Team D
CL01390,GVP209,C02975,2025-02-03,64,76.9,526.87,Team D
CL01391,GVP115,C02439,2026-01-04,33,124.0,707.24,Team D
CL01392,GVP008,C01826,2025-03-12,38,51.7,325.17,Team C
CL01393,GVP051,C02817,2025-01-29,17,114.1,737.43,Team B
CL01394,GVP059,C01234,2026-12-13,128,204.1,1206.09,Team B
CL01395,GVP252,C03497,2026-04-13,36,228.7,1029.02,Team B
CL01396,GVP203,C03404,2025-04-04,18,186.0,1122.67,Team D
CL01397,GVP234,C01298,2026-10-12,29,110.6,566.57,Team A
CL01398,GVP129,C00501,2026-12-24,15,46.2,313.23,Team B
CL01399,GVP031,C00428,2026-04-05,22,145.5,879.33,Team B
CL01400,GVP143,C01865,2026-07-16,53,66.5,501.67,Team D
CL01401,GVP184,C03470,2025-02-23,41,95.8,457.74,Team B
CL01402,GVP057,C03821,2026-02-27,45,85.6,409.09,Team C
CL01403,GVP289,C03234,2026-09-26,149,93.6,687.43,Team A
CL01404,GVP077,C01786,2025-01-27,10,221.4,1276.74,Team B
CL01405,GVP162,C00543,2025-10-22,91,58.0,351.49,Team B
CL01406,GVP234,C03644,2026-09-25,158,143.2,665.87,Team B
CL01407,GVP208,C02010,2025-03-15,44,127.0,508.8,Team D
CL01408,GVP114,C02471,2025-07-21,69,95.5,465.65,Team B
CL01409,GVP199,C01425,2025-06-04,63,91.7,551.56,Team B
CL01410,GVP222,C02979,2026-03-17,28,101.2,626.7,Team B
CL01411,GVP287,C02685,2026-10-16,48,252.2,1142.55,Team A
CL01412,GVP054,C00314,2026-04-29,67,204.5,1138.83,Team C
CL01413,GVP130,C01460,2026-05-19,44,205.0,1076.11,Team A
CL01414,GVP224,C02756,2025-07-06,57,133.4,804.41,Team B
CL01415,GVP022,C01410,2026-01-03,31,160.9,780.88,Team A
CL01416,GVP072,C01008,2026-11-17,63,97.7,441.03,Team C
CL01417,GVP047,C03915,2025-09-13,66,100.3,478.22,Team D
CL01418,GVP229,C01003,2025-05-29,59,160.1,989.7,Team B
CL01419,GVP159,C00280,2026-04-12,39,252.4,1334.77,Team C
CL01420,GVP039,C00328,2025-07-11,21,140.1,760.95,Team D
CL01421,GVP222,C00824,2026-03-25,34,264.9,1527.43,Team D
CL01422,GVP031,C03349,2025-03-02,20,203.1,797.16,Team C
CL01423,GVP041,C00202,2025-06-23,33,48.1,382.84,Team C
CL01424,GVP251,C02664,2026-07-09,108,110.0,614.2,Team A
CL01425,GVP256,C03934,2026-10-24,73,92.2,476.44,Team D
CL01426,GVP136,C02305,2025-01-15,29,71.8,522.21,Team C
CL01427,GVP017,C02796,2025-09-16,17,59.2,339.1,Team D
CL01428,GVP275,C00086,2026-10-12,47,50.1,247.62,Team B
CL01429,GVP299,C00073,2026-05-02,217,101.4,410.91,Team A
CL01430,GVP037,C02860,2026-12-17,67,109.5,605.81,Team C
CL01431,GVP067,C02921,2025-01-24,27,73.7,505.17,Team C
CL01432,GVP223,C00900,2026-11-03,20,273.7,1211.21,Team B
CL01433,GVP114,C00375,2025-10-06,135,245.3,1429.86,Team D
CL01434,GVP062,C00134,2026-06-01,133,197.1,1025.5,Team C
CL01435,GVP212,C01078,2026-01-25,41,246.2,1462.86,Team C
CL01436,GVP063,C02214,2025-06-24,51,210.6,1130.98,Team A
CL01437,GVP192,C02123,2025-11-09,34,146.9,686.74,Team B
CL01438,GVP019,C03836,2026-03-11,50,159.4,820.96,Team A
CL01439,GVP007,C02568,2025-08-05,49,171.5,981.41,Team D
CL01440,GVP031,C03480,2025-03-27,32,63.1,454.54,Team A
CL01441,GVP052,C01843,2025-11-04,73,119.5,695.21,Team A
CL01442,GVP236,C00657,2026-03-14,17,115.7,568.33,Team A
CL01443,GVP233,C03847,2026-05-08,40,120.6,667.32,Team C
CL01444,GVP171,C01678,2025-04-26,70,133.8,568.37,Team D
CL01445,GVP027,C00277,2025-09-19,60,99.0,572.47,Team D
CL01446,GVP220,C00155,2026-12-26,37,106.2,537.66,Team D
CL01447,GVP071,C00048,2025-09-17,80,142.2,802.73,Team B
CL01448,GVP193,C01149,2026-08-12,28,60.9,392.04,Team D
CL01449,GVP119,C03900,2025-04-17,69,144.6,724.8,Team D
CL01450,GVP198,C03400,2025-06-24,85,47.1,328.74,Team C
CL01451,GVP066,C03693,2026-10-09,74,39.6,233.86,Team B
CL01452,GVP263,C01395,2025-07-03,69,158.1,961.58,Team D
CL01453,GVP022,C00602,2025-09-25,42,112.8,519.14,Team A
CL01454,GVP007,C03757,2025-10-24,44,132.3,747.97,Team B
CL01455,GVP160,C01782,2025-02-11,102,84.5,461.14,Team A
CL01456,GVP200,C00220,2025-08-05,136,175.3,801.73,Team C
CL01457,GVP183,C03164,2025-01-18,64,115.0,590.77,Team D
CL01458,GVP169,C00658,2026-10-02,32,101.6,535.19,Team A
CL01459,GVP093,C03692,2025-08-12,89,144.4,866.04,Team D
CL01460,GVP014,C02691,2026-08-31,94,140.8,833.08,Team A
CL01461,GVP204,C01619,2026-08-10,81,102.9,432.73,Team B
CL01462,GVP068,C00462,2025-10-18,82,80.7,546.27,Team B
CL01463,GVP263,C03472,2026-10-06,30,173.0,879.11,Team C
CL01464,GVP183,C00499,2025-12-15,36,114.5,615.75,Team B
CL01465,GVP227,C01674,2026-03-28,34,112.1,672.16,Team D
CL01466,GVP279,C02730,2026-10-10,106,117.3,496.14,Team C
CL01467,GVP159,C04000,2025-09-09,35,124.3,633.63,Team A
CL01468,GVP084,C03685,2026-01-29,25,61.6,350.14,Team B
CL01469,GVP128,C00532,2025-08-31,48,217.3,1216.07,Team C
CL01470,GVP014,C01324,2026-05-23,25,115.4,505.4,Team B
CL01471,GVP003,C03442,2026-02-17,21,320,1683.26,Team A
CL01472,GVP106,C03642,2025-12-25,59,130.5,707.78,Team C
CL01473,GVP287,C01196,2026-11-20,159,270.1,1256.68,Team A
CL01474,GVP219,C02825,2026-10-04,48,86.5,581.54,Team D
CL01475,GVP199,C00284,2025-08-28,32,25.2,235.36,Team A
CL01476,GVP031,C02781,2026-11-06,38,164.8,911.24,Team B
CL01477,GVP063,C01192,2026-03-09,22,141.9,607.26,Team C
CL01478,GVP007,C01559,2026-05-12,51,202.6,1088.66,Team C
CL01479,GVP217,C03347,2026-12-27,25,91.2,629.59,Team A
CL01480,GVP045,C01002,2026-08-11,30,72.6,449.98,Team B
CL01481,GVP255,C03660,2026-09-19,54,154.2,710.7,Team C
CL01482,GVP012,C00109,2026-04-03,47,46.6,349.09,Team C
CL01483,GVP143,C03302,2025-11-03,32,215.9,993.56,Team C
CL01484,GVP014,C02842,2025-10-11,31,131.5,737.56,Team B
CL01485,GVP257,C00647,2026-09-06,73,35.2,353.94,Team A
CL01486,GVP232,C02323,2026-09-12,50,205.5,1164.94,Team D
CL01487,GVP220,C03312,2025-03-07,22,54.1,314.98,Team D
CL01488,GVP133,C00267,2025-09-28,41,238.0,1435.7,Team D
CL01489,GVP169,C03951,2025-08-29,99,193.4,961.73,Team C
CL01490,GVP082,C01890,2025-10-28,25,87.9,414.15,Team C
CL01491,GVP053,C01604,2026-01-10,54,114.0,645.93,Team C
CL01492,GVP045,C02122,2026-05-22,46,110.1,569.64,Team A
CL01493,GVP130,C03750,2025-05-14,82,121.7,778.73,Team C
CL01494,GVP157,C00354,2025-07-19,35,168.7,896.22,Team A
CL01495,GVP067,C02959,2026-04-01,52,169.1,907.96,Team A
CL01496,GVP077,C01388,2025-06-19,149,175.9,741.69,Team B
CL01497,GVP122,C00882,2025-07-03,28,94.9,593.47,Team B
CL01498,GVP089,C03496,2025-07-12,82,137.1,808.91,Team C
CL01499,GVP152,C00404,2025-11-12,28,187.1,845.16,Team A
CL01500,GVP248,C01573,2025-02-10,74,127.0,846.97,Team A
CL01501,GVP232,C02254,2026-12-28,75,206.7,877.07,Team D
CL01502,GVP077,C00715,2025-04-02,20,319.4,1884.87,Team A
CL01503,GVP290,C03356,2025-02-08,65,150.1,781.73,Team A
CL01504,GVP218,C02592,2026-04-24,53,175.1,864.26,Team A
CL01505,GVP239,C01340,2025-03-12,33,99.5,617.34,Team A
CL01506,GVP044,C00722,2026-09-12,43,48.7,352.93,Team A
CL01507,GVP051,C00494,2026-09-21,127,67.1,510.09,Team D
CL01508,GVP028,C00795,2026-07-24,29,109.9,772.77,Team A
CL01509,GVP030,C03522,2025-08-01,49,101.0,576.13,Team B
CL01510,GVP252,C00002,2026-09-26,135,70.6,386.24,Team B
CL01511,GVP004,C02809,2026-04-30,51,271.7,1528.71,Team C
CL01512,GVP071,C01891,2026-10-24,68,188.4,879.78,Team B
CL01513,GVP053,C00817,2026-12-25,63,177.9,1004.23,Team D
CL01514,GVP093,C02262,2025-08-01,71,79.6,421.11,Team B
CL01515,GVP099,C03493,2026-12-03,44,147.4,685.38,Team D
CL01516,GVP015,C03484,2026-07-05,33,80.5,437.43,Team A
CL01517,GVP142,C01118,2025-07-11,45,103.9,630.71,Team C
CL01518,GVP097,C00694,2025-12-31,42,96.6,658.41,Team C
CL01519,GVP167,C03825,2026-10-14,42,152.0,871.13,Team A
CL01520,GVP162,C02715,2025-11-09,40,230.1,1215.84,Team C
CL01521,GVP211,C01969,2026-06-17,85,54.4,296.86,Team A
CL01522,GVP239,C01433,2026-11-12,25,94.6,454.43,Team D
CL01523,GVP178,C01300,2025-08-02,22,77.7,579.76,Team A
CL01524,GVP253,C01264,2025-05-09,12,119.3,709.85,Team A
CL01525,GVP080,C01970,2026-06-29,72,41.0,255.42,Team C
CL01526,GVP095,C00471,2025-05-29,38,69.0,442.14,Team D
CL01527,GVP130,C02847,2025-12-14,42,320,1432.23,Team B
CL01528,GVP244,C02218,2025-03-06,31,132.4,773.47,Team B
CL01529,GVP212,C01534,2026-12-10,44,149.6,981.39,Team C
CL01530,GVP059,C03185,2025-01-31,14,102.0,584.12,Team B
CL01531,GVP277,C00349,2026-03-13,39,129.0,649.14,Team D
CL01532,GVP051,C00876,2026-01-04,19,118.6,717.31,Team D
CL01533,GVP238,C01061,2026-05-01,44,207.4,1096.54,Team C
CL01534,GVP146,C03384,2026-08-14,49,241.4,1323.9,Team B
CL01535,GVP025,C02901,2026-12-24,29,123.7,514.93,Team D
CL01536,GVP042,C00984,2026-04-01,61,72.6,452.69,Team B
CL01537,GVP298,C03284,2025-12-09,57,74.3,449.23,Team D
CL01538,GVP276,C01737,2025-02-23,63,137.5,727.68,Team C
CL01539,GVP049,C00081,2026-02-11,27,261.9,1134.01,Team C
CL01540,GVP047,C00629,2025-06-08,39,94.8,598.32,Team C
CL01541,GVP060,C03555,2026-01-25,66,34.5,181.38,Team B
CL01542,GVP260,C01753,2026-10-07,99,214.5,1073.42,Team C
CL01543,GVP075,C01241,2026-09-10,29,112.2,552.09,Team D
CL01544,GVP137,C03590,2026-06-03,40,234.8,1204.46,Team D
CL01545,GVP247,C02475,2026-09-08,56,144.6,691.39,Team B
CL01546,GVP175,C00699,2025-07-03,77,62.5,391.27,Team A
CL01547,GVP147,C03765,2026-01-02,50,312.0,1639.6,Team B
CL01548,GVP168,C01363,2026-10-10,30,69.4,497.2,Team B
CL01549,GVP208,C03109,2025-06-30,57,213.7,1031.79,Team D
CL01550,GVP262,C03615,2026-11-29,28,113.9,577.34,Team B
CL01551,GVP259,C00498,2025-01-19,44,61.3,363.46,Team C
CL01552,GVP020,C01701,2026-02-28,85,93.5,566.25,Team B
CL01553,GVP014,C02697,2026-10-15,63,119.8,601.85,Team C
CL01554,GVP220,C03015,2026-10-12,71,109.6,730.46,Team B
CL01555,GVP284,C03715,2025-06-09,53,167.4,909.47,Team B
CL01556,GVP083,C03601,2025-10-16,53,60.0,380.64,Team A
CL01557,GVP186,C03391,2025-09-13,75,171.8,1014.91,Team C
CL01558,GVP066,C01071,2026-07-14,65,51.6,450.46,Team D
CL01559,GVP044,C03798,2026-10-28,23,185.9,1038.13,Team D
CL01560,GVP020,C02640,2025-08-15,45,184.1,977.64,Team B
CL01561,GVP155,C01651,2025-06-21,26,58.9,384.04,Team D
CL01562,GVP191,C02611,2025-08-28,93,68.3,406.92,Team A
CL01563,GVP139,C03073,2025-09-11,50,117.4,648.1,Team C
CL01564,GVP178,C00199,2026-12-07,26,234.6,1389.42,Team D
CL01565,GVP007,C02464,2025-09-15,120,131.0,661.31,Team C
CL01566,GVP300,C02672,2026-01-24,57,90.9,650.91,Team A
CL01567,GVP065,C02714,2026-01-28,11,181.6,1038.78,Team D
CL01568,GVP076,C03105,2025-12-31,57,144.1,831.15,Team A
CL01569,GVP082,C00410,2025-04-12,120,68.5,373.11,Team B
CL01570,GVP109,C02513,2026-09-04,24,144.7,851.61,Team B
CL01571,GVP108,C00104,2025-03-07,42,52.3,317.78,Team A
CL01572,GVP238,C01052,2025-11-28,39,135.4,623.96,Team B
CL01573,GVP066,C00873,2026-09-11,18,320,1921.34,Team B
CL01574,GVP146,C02185,2025-12-02,87,44.7,355.72,Team A
CL01575,GVP006,C00209,2026-12-08,60,70.3,506.74,Team C
CL01576,GVP162,C01236,2026-03-14,46,263.7,1542.14,Team B
CL01577,GVP128,C00874,2026-12-16,96,176.0,865.67,Team A
CL01578,GVP007,C03004,2025-03-05,63,57.0,374.88,Team D
CL01579,GVP168,C03560,2026-03-20,67,164.1,787.13,Team A
CL01580,GVP126,C01528,2026-05-07,101,98.3,515.73,Team D
CL01581,GVP105,C01798,2026-12-07,26,80.6,535.68,Team A
CL01582,GVP126,C01835,2026-07-27,40,147.1,811.36,Team C
CL01583,GVP003,C00875,2026-10-05,70,91.4,407.67,Team B
CL01584,GVP152,C01705,2026-12-16,47,71.6,440.3,Team B
CL01585,GVP157,C00353,2026-06-20,60,161.5,939.29,Team B
CL01586,GVP253,C02588,2025-11-05,36,188.8,979.17,Team C
CL01587,GVP003,C01447,2025-06-10,32,55.4,311.49,Team D
CL01588,GVP148,C02838,2026-07-29,56,65.1,378.38,Team D
CL01589,GVP044,C02602,2026-03-28,31,191.2,994.22,Team B
CL01590,GVP077,C00361,2025-07-13,30,102.0,575.37,Team C
CL01591,GVP099,C00849,2026-05-08,27,102.5,448.57,Team A
CL01592,GVP055,C03514,2025-01-22,59,151.7,631.31,Team A
CL01593,GVP192,C00518,2025-07-20,37,196.7,991.04,Team D
CL01594,GVP052,C03123,2025-09-13,183,135.6,867.57,Team C
CL01595,GVP164,C03379,2026-12-26,52,271.5,1550.36,Team B
CL01596,GVP278,C02449,2026-09-19,48,130.5,688.13,Team C
CL01597,GVP054,C02932,2026-01-05,28,113.7,728.59,Team A
CL01598,GVP174,C00214,2026-11-21,68,74.9,540.86,Team D
CL01599,GVP066,C02766,2026-10-22,72,44.9,367.59,Team A
CL01600,GVP016,C00838,2026-09-03,52,71.0,389.36,Team A
CL01601,GVP216,C02281,2025-08-21,72,68.1,410.8,Team A
CL01602,GVP095,C01505,2026-04-16,82,126.5,701.38,Team B
CL01603,GVP046,C00916,2026-08-13,30,250.0,1008.89,Team B
CL01604,GVP243,C02761,2025-07-29,107,91.0,457.4,Team A
CL01605,GVP186,C00881,2026-02-16,32,119.4,602.94,Team B
CL01606,GVP293,C02786,2026-04-25,32,95.6,688.37,Team D
CL01607,GVP160,C00482,2026-07-31,68,21.9,263.73,Team A
CL01608,GVP243,C00223,2025-04-12,49,69.8,458.09,Team B
CL01609,GVP036,C02915,2025-07-03,60,19.0,191.46,Team D
CL01610,GVP180,C02623,2025-03-05,35,45.6,366.65,Team B
CL01611,GVP067,C01373,2025-10-17,31,134.3,763.15,Team C
CL01612,GVP235,C03459,2025-10-06,33,159.7,745.5,Team D
CL01613,GVP159,C03418,2026-01-11,63,108.1,568.59,Team B
CL01614,GVP220,C02353,2025-08-08,19,130.5,800.23,Team D
CL01615,GVP137,C00489,2025-05-31,50,122.8,684.53,Team D
CL01616,GVP006,C00686,2025-04-14,51,108.8,702.4,Team D
CL01617,GVP093,C00727,2026-05-09,44,67.4,473.07,Team C
CL01618,GVP147,C01032,2025-03-11,20,259.5,1560.87,Team B
CL01619,GVP216,C00480,2025-07-13,112,85.7,532.41,Team D
CL01620,GVP217,C01289,2026-05-13,38,148.5,885.6,Team B
CL01621,GVP021,C02334,2026-07-12,32,116.0,606.65,Team B
CL01622,GVP200,C03132,2025-07-10,42,51.6,304.68,Team C
CL01623,GVP228,C00445,2026-07-19,23,290.5,1411.18,Team A
CL01624,GVP212,C01015,2026-12-16,47,113.6,586.73,Team C
CL01625,GVP059,C03329,2025-07-04,144,320,1544.1,Team C
CL01626,GVP113,C00989,2025-03-24,65,127.9,796.53,Team D
CL01627,GVP279,C00459,2026-08-12,74,162.8,667.22,Team C
CL01628,GVP140,C02075,2026-09-04,41,123.2,579.44,Team B
CL01629,GVP232,C02304,2025-06-09,73,105.9,712.99,Team D
CL01630,GVP263,C01778,2026-04-22,59,107.4,521.3,Team C
CL01631,GVP218,C02607,2025-06-21,53,222.5,1342.65,Team B
CL01632,GVP287,C02405,2026-05-16,36,157.4,898.53,Team B
CL01633,GVP300,C02912,2025-04-16,95,36.0,276.86,Team D
CL01634,GVP243,C01380,2026-11-08,52,84.6,418.79,Team C
CL01635,GVP066,C01807,2026-02-15,103,90.5,592.78,Team A
CL01636,GVP205,C00138,2026-08-14,61,221.8,1023.31,Team C
CL01637,GVP171,C02548,2025-12-14,130,157.9,795.22,Team B
CL01638,GVP056,C01207,2026-08-19,47,153.3,735.74,Team B
CL01639,GVP137,C01993,2026-03-17,31,162.1,931.83,Team D
CL01640,GVP176,C01931,2026-03-26,45,126.3,710.12,Team B
CL01641,GVP291,C01976,2026-11-11,190,99.2,685.26,Team A
CL01642,GVP179,C01221,2025-05-18,41,170.4,866.02,Team D
